Starting hyperparameter tuning for b05000-0.txt

---------------- Number_of_checks_greedy_H: 138 ------------------------

Total score: 22185, Elapsed time: 1.68 seconds
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 34983, Elapsed time: 5.45 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 35412, Elapsed time: 5.35 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 552 ------------------------

Total score: 35757, Elapsed time: 4.69 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 36156, Elapsed time: 5.00 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 36561, Elapsed time: 5.29 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 37041, Elapsed time: 6.08 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 37542, Elapsed time: 6.69 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 38082, Elapsed time: 7.05 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 38622, Elapsed time: 7.00 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 39162, Elapsed time: 7.01 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 39702, Elapsed time: 7.02 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 40242, Elapsed time: 7.02 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 40782, Elapsed time: 6.97 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 41322, Elapsed time: 7.02 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 41862, Elapsed time: 6.98 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 42402, Elapsed time: 7.12 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 42942, Elapsed time: 7.02 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 690 ------------------------

Total score: 43329, Elapsed time: 5.11 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 43779, Elapsed time: 5.56 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 44247, Elapsed time: 6.07 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 44820, Elapsed time: 7.41 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 45429, Elapsed time: 7.91 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 46101, Elapsed time: 8.67 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 46773, Elapsed time: 8.67 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 47445, Elapsed time: 8.76 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 48117, Elapsed time: 8.68 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 48789, Elapsed time: 8.65 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 49461, Elapsed time: 8.76 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 50133, Elapsed time: 8.71 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 50805, Elapsed time: 8.67 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 51477, Elapsed time: 8.67 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 52149, Elapsed time: 8.75 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0
