Starting hyperparameter tuning for b05000-1.txt

---------------- Number_of_checks_greedy_H: 138 ------------------------

Total score: 52263, Elapsed time: 1.64 seconds
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 63732, Elapsed time: 5.35 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 64164, Elapsed time: 5.36 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 552 ------------------------

Total score: 64470, Elapsed time: 4.41 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 64857, Elapsed time: 4.98 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 65244, Elapsed time: 5.40 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 65730, Elapsed time: 6.11 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 66240, Elapsed time: 6.59 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 66771, Elapsed time: 6.99 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 67302, Elapsed time: 7.08 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 67833, Elapsed time: 7.16 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 68364, Elapsed time: 7.00 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 68895, Elapsed time: 7.00 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 69426, Elapsed time: 7.07 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 69957, Elapsed time: 7.03 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 70488, Elapsed time: 7.01 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 71019, Elapsed time: 6.96 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 71550, Elapsed time: 7.15 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 690 ------------------------

Total score: 71919, Elapsed time: 4.84 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 72372, Elapsed time: 5.54 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 72849, Elapsed time: 6.01 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 73452, Elapsed time: 7.18 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 74127, Elapsed time: 8.10 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 74844, Elapsed time: 8.69 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 75561, Elapsed time: 8.65 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 76278, Elapsed time: 8.78 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 76995, Elapsed time: 8.75 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 77712, Elapsed time: 8.65 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 78429, Elapsed time: 8.81 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 79146, Elapsed time: 8.77 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 79863, Elapsed time: 8.67 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 80580, Elapsed time: 8.65 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 81297, Elapsed time: 8.70 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0
