Starting hyperparameter tuning for b10000-2.txt

---------------- Number_of_checks_greedy_H: 138 ------------------------

Total score: 298170, Elapsed time: 3.50 seconds
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 321084, Elapsed time: 11.11 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 321945, Elapsed time: 10.97 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 552 ------------------------

Total score: 322785, Elapsed time: 11.59 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 323634, Elapsed time: 11.48 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 324549, Elapsed time: 12.54 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 325488, Elapsed time: 12.67 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 326514, Elapsed time: 13.74 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 327582, Elapsed time: 14.14 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 328671, Elapsed time: 14.63 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 329760, Elapsed time: 14.70 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 330849, Elapsed time: 14.54 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 331938, Elapsed time: 14.70 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 333027, Elapsed time: 14.56 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 334116, Elapsed time: 14.81 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 335205, Elapsed time: 14.56 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 336294, Elapsed time: 14.87 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 337383, Elapsed time: 14.69 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 690 ------------------------

Total score: 338376, Elapsed time: 13.60 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 339378, Elapsed time: 13.46 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 340500, Elapsed time: 14.76 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 341661, Elapsed time: 15.38 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 342942, Elapsed time: 16.83 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 344292, Elapsed time: 17.55 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 345684, Elapsed time: 18.23 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 347076, Elapsed time: 18.33 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 348468, Elapsed time: 18.13 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 349860, Elapsed time: 18.26 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 351252, Elapsed time: 18.05 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 352644, Elapsed time: 18.37 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 354036, Elapsed time: 18.10 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 355428, Elapsed time: 18.20 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 356820, Elapsed time: 18.09 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0
