Starting hyperparameter tuning for d00100-2.txt

---------------- Number_of_checks_greedy_H: 150 ------------------------

------------------------------------------- Number_of_checks_greedy_V: 130 -------------------------------------------

Total score: 1078723, Elapsed time: 0.01 seconds
H_merge: 1000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1084537, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1084860, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1085183, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1085506, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1085829, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1086152, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1086475, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1086798, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1087121, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1087444, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1087767, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1088090, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1088413, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1088736, Elapsed time: 0.01 seconds
H_merge: 50000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1089059, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1089382, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1089705, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1090028, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1090351, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1090674, Elapsed time: 0.01 seconds
H_merge: 30000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1090997, Elapsed time: 0.01 seconds
H_merge: 40000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1091320, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1091643, Elapsed time: 0.01 seconds
H_merge: 500, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1091966, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1092289, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1092612, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1092935, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1093258, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1093581, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1093904, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1094227, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1094550, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1094873, Elapsed time: 0.01 seconds
H_merge: 5000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1095196, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1095519, Elapsed time: 0.01 seconds
H_merge: 20000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1095842, Elapsed time: 0.01 seconds
H_merge: 30000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1096165, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1096488, Elapsed time: 0.01 seconds
H_merge: 50000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1096811, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1097134, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1097457, Elapsed time: 0.01 seconds
H_merge: 5000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1097780, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1098103, Elapsed time: 0.01 seconds
H_merge: 20000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1098426, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1098749, Elapsed time: 0.02 seconds
H_merge: 40000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

Total score: 1099072, Elapsed time: 0.01 seconds
H_merge: 50000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 130

------------------------------------------- Number_of_checks_greedy_V: 260 -------------------------------------------

Total score: 1099395, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1099718, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1100041, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1100364, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1100687, Elapsed time: 0.01 seconds
H_merge: 20000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1101010, Elapsed time: 0.01 seconds
H_merge: 30000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1101333, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1101656, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1101979, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1102302, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1102625, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1102948, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1103271, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1103594, Elapsed time: 0.01 seconds
H_merge: 30000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1103917, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1104240, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1104563, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1104886, Elapsed time: 0.01 seconds
H_merge: 1000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1105209, Elapsed time: 0.01 seconds
H_merge: 5000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1105532, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1105855, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1106178, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1106501, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1106824, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1107147, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1107470, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1107793, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1108116, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1108439, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1108762, Elapsed time: 0.01 seconds
H_merge: 30000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1109085, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1109408, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1109731, Elapsed time: 0.01 seconds
H_merge: 500, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1110054, Elapsed time: 0.01 seconds
H_merge: 1000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1110377, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1110700, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1111023, Elapsed time: 0.01 seconds
H_merge: 20000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1111346, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1111669, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1111992, Elapsed time: 0.01 seconds
H_merge: 50000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1112315, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1112638, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1112961, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1113284, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1113607, Elapsed time: 0.01 seconds
H_merge: 20000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1113930, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1114253, Elapsed time: 0.01 seconds
H_merge: 40000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1114576, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1114899, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1115222, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1115545, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1115868, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1116191, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1116514, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1116837, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1117160, Elapsed time: 0.01 seconds
H_merge: 50000, V_merge: 40000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1117483, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1117806, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1118129, Elapsed time: 0.01 seconds
H_merge: 5000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1118452, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1118775, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1119098, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1119421, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

Total score: 1119744, Elapsed time: 0.01 seconds
H_merge: 50000, V_merge: 50000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 260

------------------------------------------- Number_of_checks_greedy_V: 390 -------------------------------------------

Total score: 1120067, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1120390, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1120713, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1121036, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1121359, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1121682, Elapsed time: 0.01 seconds
H_merge: 30000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1122005, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1122328, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 500
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1122651, Elapsed time: 0.01 seconds
H_merge: 500, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1122974, Elapsed time: 0.01 seconds
H_merge: 1000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1123297, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1123620, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1123943, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1124266, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1124589, Elapsed time: 0.01 seconds
H_merge: 40000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1124912, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 1000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1125235, Elapsed time: 0.01 seconds
H_merge: 500, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1125558, Elapsed time: 0.01 seconds
H_merge: 1000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1125881, Elapsed time: 0.01 seconds
H_merge: 5000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1126204, Elapsed time: 0.00 seconds
H_merge: 10000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1126527, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1126850, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1127173, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1127496, Elapsed time: 0.01 seconds
H_merge: 50000, V_merge: 5000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1127819, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1128142, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1128465, Elapsed time: 0.01 seconds
H_merge: 5000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1128788, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1129111, Elapsed time: 0.01 seconds
H_merge: 20000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1129434, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1129757, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1130080, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 10000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1130403, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1130726, Elapsed time: 0.01 seconds
H_merge: 1000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1131049, Elapsed time: 0.01 seconds
H_merge: 5000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1131372, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1131695, Elapsed time: 0.01 seconds
H_merge: 20000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1132018, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1132341, Elapsed time: 0.00 seconds
H_merge: 40000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1132664, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 20000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1132987, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1133310, Elapsed time: 0.00 seconds
H_merge: 1000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1133633, Elapsed time: 0.00 seconds
H_merge: 5000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1133956, Elapsed time: 0.01 seconds
H_merge: 10000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1134279, Elapsed time: 0.00 seconds
H_merge: 20000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1134602, Elapsed time: 0.00 seconds
H_merge: 30000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1134925, Elapsed time: 0.01 seconds
H_merge: 40000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1135248, Elapsed time: 0.00 seconds
H_merge: 50000, V_merge: 30000
Number_of_checks_greedy_H: 150, Number_of_checks_greedy_V: 390

Total score: 1135571, Elapsed time: 0.00 seconds
H_merge: 500, V_merge: 40000
