Starting hyperparameter tuning for b50000-1.txt

---------------- Number_of_checks_greedy_H: 138 ------------------------

Total score: 1629510, Elapsed time: 18.25 seconds
Total score: 1750524, Elapsed time: 56.30 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 1754898, Elapsed time: 56.30 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 1759317, Elapsed time: 56.72 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 552 ------------------------

Total score: 1764690, Elapsed time: 71.04 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1770120, Elapsed time: 71.66 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1775580, Elapsed time: 71.45 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1781136, Elapsed time: 72.01 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1786698, Elapsed time: 72.63 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1792362, Elapsed time: 74.19 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1798107, Elapsed time: 74.12 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1803909, Elapsed time: 74.51 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1809681, Elapsed time: 74.75 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1815531, Elapsed time: 75.07 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1821381, Elapsed time: 75.08 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1827210, Elapsed time: 75.31 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1833039, Elapsed time: 75.01 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1838838, Elapsed time: 74.80 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

Total score: 1844715, Elapsed time: 75.48 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 552, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 690 ------------------------

Total score: 1851285, Elapsed time: 88.31 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1857912, Elapsed time: 88.43 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1864569, Elapsed time: 89.10 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1871382, Elapsed time: 89.90 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1878207, Elapsed time: 89.86 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1885173, Elapsed time: 91.01 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1892280, Elapsed time: 92.94 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1899471, Elapsed time: 93.18 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1906620, Elapsed time: 93.21 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1913880, Elapsed time: 94.20 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1921140, Elapsed time: 94.32 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1928367, Elapsed time: 93.86 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1935594, Elapsed time: 94.49 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1942779, Elapsed time: 93.65 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0

Total score: 1950081, Elapsed time: 95.29 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 690, Number_of_checks_greedy_V: 0
